Region and State,Total,Inter-governmental,Direct: Total,Elementary and Secondary Education,Higher Education,Public Welfare,Health and hospitals,Highways,Police,All Other,Exhibit: Personal Income,year
Nebraska,14528.776204908,39.342001260870006,14489.434345743,3540.4500023361006,1847.451975075,2349.2319797394002,1355.9069863521001,1231.5430356075,405.83700037881,3759.0129698814,74787.3,2010
North Dakota,6090.652008000001,0.0,6090.652008000001,1193.1139995894,867.2099950458,883.7500139244,199.02900064949998,848.9189873304001,147.69799906428,1950.9320094516002,29446.2,2010
South Dakota,6031.9780734080005,0.0,6031.9780734080005,1238.0129951904,681.0710090968,984.1189846192001,273.64399864785,788.2990084271001,164.59599992423,1902.2359970729,33512.3,2010
Alabama,35606.30764002,0.0,35606.30764002,7697.36503716,4751.404035381,6020.9840502675,5744.8179719415,2119.2740269875,1157.86999625055,8114.593024125,161965.5,2010
Arkansas,19590.007242599997,0.02999785104,19589.977449576,5221.4269761576,2305.3279627872,4296.6430388064,1265.3129878920001,1288.430977968,541.8940014972,4670.9409924,93103.2,2010
Florida,137008.84220004297,0.0,137008.84220004297,26540.690353587303,9126.535851674098,22179.9002493189,13128.134975364597,8787.080854607399,7418.1016744281005,49828.3967894604,725801.1,2010
Georgia,63897.34637227999,0.0,63897.34637227999,17505.289938038,5476.527919438,9705.998137336,6882.490138634,3455.8899153080006,2248.9870137131998,18622.162102668,335318.0,2010
Kentucky,31764.509589576002,0.20900055196,31764.299336144002,6600.827004561601,3735.8800419768004,7092.872022762801,2647.2380302916004,2263.9359431116004,694.59299313956,8728.954063548801,144009.2,2010
Louisiana,43118.971213273995,0.0,43118.971213273995,8031.2450078971,3169.2859276913996,6391.951923264601,5584.3750602299,2896.8169603438996,1447.66300173594,15597.633945828,170476.9,2010
Mississippi,23675.631878981996,0.0,23675.631878981996,4433.1129770217,2671.3620375375,4928.886956487301,3676.8640368449996,1697.0979820872,640.41700176147,5627.8909699782,91929.3,2010
North Carolina,66216.937119984,0.0,66216.937119984,13650.2620427826,8866.520111493,11184.212141256598,10017.003088924199,3378.00700144044,2330.7899871627,16790.141997243,340764.3,2010
South Carolina,35206.070248175994,0.0,35206.070248175994,7927.6590541818005,3215.8709661161997,6210.195036853199,5919.511025819998,1617.3860376491998,1035.9130002264,9279.536030039999,150451.8,2010
Tennessee,40867.864733348,9.330008812240001,40858.535544483995,8819.1790088494,3341.7409605856,9403.0258863022,4375.4130368462,2249.81199462346,1676.73500064502,10992.6290188946,227763.4,2010
Virginia,59470.139059999994,2.40998941675,59467.726847850005,14984.239920864999,6827.5489542225,9529.3030825475,5044.9631643,3187.5590071584998,1986.35500636925,17907.7590606025,364382.5,2010
West Virginia,13731.90999543,0.0,13731.90999543,3212.6450093055,1513.9460257155001,3005.941975641,690.904972458,1238.166020655,340.74699804225,3729.5590236434996,60061.5,2010
Arizona,43013.643443808,0.0,43013.643443808,8332.338985092,4407.8060179884,8501.2350955152,3140.1849328955996,2644.3220459411996,2143.3319947976397,13844.425038116398,215012.4,2010
New Mexico,19483.85703658,0.0,19483.85703658,3748.3689838279997,2436.945999258,4493.026009262001,1685.085033204,1234.0109942919999,649.7740004088,5236.64597477,69262.0,2010
Oklahoma,26404.572278925,61.16200185575,26343.409356974997,5905.691959445,3714.96100829,5398.2999428725,1863.7559589124999,2220.25004659,855.9880014752501,6384.4630024325,137327.5,2010
Texas,183099.792299343,0.0,183099.792299343,48667.6570604061,23508.227655894,28688.022789628198,16603.652561412604,10372.242157893901,6579.695046640921,48680.2954142274,966900.3,2010
Colorado,38649.144681861,3.0369932511099997,38646.107054064996,8400.537972496599,4326.2150935507,4268.6280978642,3702.4429335557998,2523.6179829259,1581.53399340118,13843.1320446685,204691.9,2010
Idaho,10398.536170189998,0.311999079,10398.223769955,2032.14998966,1102.5030019955002,1816.415012223,1147.2210146390003,971.7820069685,373.462997852,2954.6899973394998,50144.5,2010
Montana,8089.142029639999,0.19299924214,8088.948948613999,1611.3350163513999,812.6600104266,1331.3170004492,386.8499964953999,930.1620112101999,257.59799831518,2759.0269829266,35558.2,2010
Utah,19742.656068300003,0.0,19742.656068300003,3990.7449650099998,3070.71703845,2753.221024074,1536.1979695679997,1913.279010036,647.948002866,5830.54796895,89346.0,2010
Wyoming,7623.156872921999,25.502000675189997,7597.655103353999,1682.4629918442,668.7490071384,757.2129963396,1185.32800383,760.6030012445999,225.79900061142,2317.5000036708,25967.1,2010
California,342047.29323006,2878.1570671794,339169.14365094004,65315.734348122,33271.109937819,52237.737680004,31987.518190344003,16592.75826768,15484.685981405399,124279.595338752,1627839.0,2010
Nevada,18965.193610043996,1.53499950944,18963.659339211998,4000.2379496624,1311.8859664968,2195.4040227252,1323.0940375760001,1453.6220274032,1134.0580059612,7545.3570257716,101205.2,2010
Oregon,31137.579606978004,0.0,31137.579606978004,6093.670938357602,3892.4549833986002,5068.1690178732,2844.7760092338003,2135.5739675874,1115.94099447414,9986.9939312112,138328.2,2010
Washington,57225.464704046004,4.853001523960001,57220.61319352999,11362.1670923262,5591.9780431505,8711.64410475,6790.139136852999,4324.225873308799,1577.4469959887497,18863.0120905189,286732.3,2010
Alaska,12657.376025826003,0.0,12657.376025826003,2425.7330158191003,726.9870149699001,1770.2239835935,570.6219940323999,1734.5030132076,330.52300023479,5098.784007485001,35162.9,2010
Hawaii,12201.604166340001,0.33500249352,12201.268981122003,2094.7119831036,1090.6760257632,2033.5699738368,1217.2819921614,749.120975289,385.14800082690005,4630.760001590399,57101.4,2010
Connecticut,33097.70009115006,0.0,33097.70009115006,8399.391976752468,2634.178957291872,6156.123944899361,2261.831001668022,1549.8200056102194,1074.3619937016226,11021.993058265296,228929.406,2011
Maine,11243.64989113678,5.333999011107,11238.31570864028,2421.7269791926897,794.8510160894941,2925.6709741015384,615.0589743529921,916.1490154499539,247.23199832729583,3317.6269660663484,52424.398,2011
Massachusetts,62431.68433844545,215.11101333316802,62216.57277649825,13296.987979992065,4666.7578325064005,14508.20414161952,3271.2080144637825,2562.3610136229186,2119.5390050579076,21791.515154978337,365742.688,2011
New Hampshire,10260.955981438341,0.0,10260.955981438341,2768.3960113401376,842.662984443901,2092.8199900599393,170.99899975788452,765.352021277356,352.1529986795858,3268.573021092325,64589.699,2011
Rhode Island,9265.75505703,20.9359993509,9244.81918476,2201.659977849,615.841995723,2332.526994396,242.62099984020003,346.9210011702,357.35599981859997,3147.8919806279996,47067.0,2011
Vermont,6180.0170368254,0.0,6180.0170368254,1471.329001435422,734.5220075217239,1464.47898419532,205.05099872087283,600.1190069106809,173.77499969755772,1530.7419971610238,27455.199,2011
Delaware,8602.84019796162,1.073001281885,8601.76689798772,1733.5150241977078,1069.3560047083379,1755.102013854584,454.29398736456807,591.745003536014,292.8420044442986,2704.9130311322983,39825.602,2011
District of Columbia,10678.19588071698,0.0,10678.19588071698,2174.626003907901,167.67800023090052,2833.7530035970585,621.565001216151,536.607016192797,591.029996050809,3752.937005773416,41786.301,2011
Maryland,49979.985351983116,0.0,49979.985351983116,12026.83794102277,5554.128146939805,9502.329932908693,2110.406016495242,2960.1670026999154,2183.7889983280043,15642.328140273588,306179.594,2011
New Jersey,81636.37619665501,19.00001068805,81617.377655415,23429.839116572,5702.285117032,14380.4229525215,4070.1759937202005,4386.1350069754,3331.44999805835,26317.0698971495,474015.5,2011
New York,236413.2743208798,722.0750283168336,235691.19417149835,55420.28155679615,14190.472004607926,50413.21085427948,22102.864234979723,11089.885287826197,9060.224034117351,73414.25760467396,1004130.313,2011
Pennsylvania,107676.27541009124,131.7590201448,107544.52179892125,24682.100273294625,8860.13173069875,25543.538107421628,7639.8591277305,8998.436962595251,3178.160000133075,28642.293005247004,563434.875,2011
Illinois,103386.3743079,0.0069973596,103386.368628225,24526.7728512075,8687.666093984999,17496.923806305,5780.025201802499,7153.2570233025,4623.347006361,35118.37789479001,567967.5,2011
Indiana,45909.867205231836,30.167008973260796,45879.70186461414,9737.967897813734,5522.656084850562,8483.448915255798,4355.2630459129105,2702.3468890960835,1295.5920072975057,13782.425871259438,245346.406,2011
Michigan,73780.17041012304,17.6789885596266,73762.49286720017,17511.551943910235,10219.622943025055,13243.085872839054,7663.119963979745,3470.421013212399,2359.4050105575034,19295.28497058029,370676.094,2011
Ohio,93282.1510103713,15.4800086782526,93266.66779951428,22089.31196832151,8590.41507258441,20218.996924191346,7990.739897735753,5016.544081275096,3198.139015929932,26162.523049430587,451011.094,2011
Wisconsin,47927.4845608,0.0,47927.4845608,10862.163933529999,5869.384914249999,10133.26897674,2996.54296812,3741.61899553,1792.775003266,12531.729910310001,234910.0,2011
Iowa,26455.253314229998,0.0,26455.253314229998,5749.91000337,3473.1559860075004,4827.371054726999,3208.123008168,2107.7360238285,646.1379993666,6442.8190127535,125560.5,2011
Kansas,22960.33488738,4.7530033847999995,22955.58193302,5258.251993104,2844.866002176,3566.509955118,2673.854017956,1755.928983006,734.2570044611999,6121.914050736,122562.0,2011
Minnesota,47255.820224452946,0.0,47255.820224452946,9987.090928304533,4405.616106793011,11879.039002383926,3041.168903605327,3665.265989351637,1652.6549915508688,12624.985126760654,242440.297,2011
Missouri,41700.96704527635,86.8740027694161,41614.095047245355,9457.75603864289,3616.926929076132,7745.302953297399,4863.128092512018,3173.3089647437014,1665.3989943483375,11092.27203769121,230429.703,2011
Nebraska,14493.359358498681,47.1339991719842,14446.224698779239,3580.2140340531205,1859.131048840784,2179.4430521985037,1372.716026361954,1147.734984347708,415.8369984259952,3891.1490227873455,83613.602,2011
North Dakota,6479.32288289748,0.0,6479.32288289748,1233.6369879039362,884.248004484411,961.752005171391,190.766998200072,975.674985871971,158.8449988695108,2074.398974737026,32882.199,2011
South Dakota,6219.524097780859,0.0,6219.524097780859,1304.3019965522262,672.371001663912,972.8059743877039,286.13399724904804,919.1719887822039,162.6519991375686,1902.0869820180358,36741.898,2011
Alabama,35559.44873533756,0.0,35559.44873533756,7554.39500134254,4965.532937710366,5931.547967308623,5777.957057911853,2188.746075148336,1160.537007862706,7980.733074321567,167942.797,2011
Arkansas,20768.17539825,0.02199534435,20768.153492519996,5361.9130277055,2415.97897884,4501.05995745,1347.2289805905,1381.042964133,555.5909973442499,5205.3380388135,99571.5,2011
Florida,136982.35125504382,0.0,136982.35125504382,26304.05798143906,9561.940779297816,23535.626015299942,13301.650216886304,8189.957023652039,7350.0099759187915,48739.109262549886,764633.688,2011
Georgia,64502.20811562733,0.0,64502.20811562733,16881.041069905725,6276.737968931299,10119.532031491879,7175.252178270624,2903.6330140428026,2315.651017075286,18830.36090761744,358538.594,2011
Kentucky,32298.28899463482,0.15500675369699998,32298.134668730698,6754.700937121794,3774.5279274514496,7232.506040269793,2651.81000097657,2233.5580538292297,694.3940051050823,8956.637007997211,151299.906,2011
Louisiana,43026.29231231211,0.0,43026.29231231211,8173.739952775387,3138.127994267504,6417.021950927712,5530.0380204786225,3012.1290546125206,1525.2460007749867,15229.98909052824,177105.094,2011
Mississippi,23874.28836725051,0.0,23874.28836725051,4275.855958648561,2590.928023385996,5180.725950762201,3756.562041790733,1691.695962149718,660.7700012013673,5717.75002697208,95795.203,2011
North Carolina,67522.54584435129,0.0,67522.54584435129,13133.834909150572,9289.776184953264,11393.750152061048,10307.845021046265,3829.4770807547106,2383.199994449944,17184.6629635035,355052.313,2011
South Carolina,35348.61732292772,0.0,35348.61732292772,7590.661066972423,3358.0720196869156,6626.252980641909,6124.712045301318,1540.3549981344531,1066.4469907141456,9042.117030451665,159187.406,2011
Tennessee,42151.56183644558,7.9620028161983,42143.598894830335,8975.382942383383,3324.173065750775,10057.524080430418,4364.159960366152,2366.147010456664,1705.7260045345545,11350.486023482556,240717.703,2011
Virginia,61168.382247673435,0.5740041933792,61167.80948189257,14677.954806443995,7114.879888923402,10168.978102696585,5124.855880767528,3621.278986484134,2034.3890136283867,18425.473073851266,387003.906,2011
West Virginia,14448.773996798602,0.0,14448.773996798602,3314.897988863814,1586.1259684045779,3237.504969286703,702.494978312352,1303.2759759167118,357.19699886437996,3947.2769967865834,63349.199,2011
Arizona,42733.17512172386,0.0,42733.17512172386,8066.255041142709,4581.965010074807,9205.490009582925,2935.4859304457555,2480.321909503005,2116.7739908461144,13346.88409031668,226365.297,2011
New Mexico,19036.816031086484,0.0,19036.816031086484,3625.773998759682,2392.724002944319,4430.373980287431,1666.646002031076,1186.0460233281,645.3789992636845,5089.873039036247,72820.297,2011
Oklahoma,25882.66788162,58.0909956,25824.576886019997,5409.660964323,3358.7200612845,5433.8679613515005,2013.20201676,2419.4219375700004,907.3590051685501,6282.345072663,147889.5,2011
Texas,185608.103926575,0.0,185608.103926575,47014.112696502496,24270.156985870002,30817.1861691475,17331.1122955175,10948.050333345,6719.39595091425,48508.08621622999,1057757.5,2011
Colorado,39563.86009613584,2.7340060971951,39561.12646939908,8185.31594380036,4524.650996729955,4931.5530101442155,3774.85288735191,2424.3488939713684,1618.4400051496677,14101.964040476674,223153.203,2011
Idaho,10441.06329065328,0.00200015244336,10441.0611673492,1898.5940129745698,1081.70001171035,2210.2010426304278,1036.8809906940978,1002.2680023165799,386.5580021944154,2824.859035821376,53082.602,2011
Montana,8126.394779107881,0.20199838542509999,8126.19296730318,1621.4069869210618,797.111011481598,1413.0519865803,405.299980098475,897.971982146778,267.6599998586987,2723.6909935618787,38077.699,2011
Utah,20387.66532483425,0.0,20387.66532483425,4084.498048374849,3308.1379587473684,2863.2940246740113,1516.7589902385848,1847.1320404002402,658.592996784123,6109.250976879184,96245.297,2011
Wyoming,7544.621081916,21.71100110154,7522.910134691999,1640.6230139345998,685.2879973139999,763.5570055794,1218.8110177224,699.6639995291999,218.8910039916,2296.0760399076003,28356.6,2011
California,355937.2549334,2880.4520235359996,353056.8105568,63571.38080108,34662.8483326,67669.74572264,33383.121427419996,14850.452076666,15173.485938964,123745.77365052,1737940.0,2011
Nevada,18729.696437127062,1.3399967424536001,18728.3557292447,4012.360951117904,1283.450034478612,2345.99094095674,1338.286973875698,1404.589998469504,1137.680994782332,7205.995940143308,104579.398,2011
Oregon,31742.029570920382,0.0,31742.029570920382,6019.374950526121,4123.780942682724,5686.6519917339265,3044.1329420230554,2024.706063440354,1101.659001183275,9741.72401612499,146432.203,2011
Washington,58214.29638615445,4.9410013680341995,58209.352548408184,11421.314043830333,5926.164887017998,8851.6959702192,7069.658088435011,4068.7449166123197,1626.0479978964229,19245.728108334042,304986.906,2011
Alaska,12682.93500324279,0.0,12682.93500324279,2450.475000068337,804.6870169861709,1857.22700636088,624.265996143636,1682.787998312883,326.0000003663403,4937.49188286948,37827.801,2011
Hawaii,12206.0378216757,0.35399895555120003,12205.68415896992,1938.69098774403,1311.7559913487198,2147.032006470172,1307.823009873118,564.6470019709258,386.1400023862924,4549.595045091917,60044.602,2011
Connecticut,33576.509071346,0.0,33576.509071346,8665.131038857,2511.6809798298,6067.9009547376,2041.8450059990398,2072.2870020679998,1106.31699766284,11111.3479322078,233337.8,2012
Maine,11052.248222999999,0.0,11052.248222999999,2340.8660206500003,798.63800796,3044.0689892699997,510.459001515,894.5939864100001,249.81299905199998,3213.80902023,53490.0,2012
Massachusetts,64882.504965914006,10.48799167512,64872.018807884,14474.898101827403,4824.5560105198,16246.4831207316,2702.2820075084405,2832.02298140882,2166.5480138497396,21625.2281900288,382009.4,2012
New Hampshire,9711.409242456,0.0,9711.409242456,2759.1900323328,927.6989719176001,1495.0340141328,155.00899746576,763.1809875143999,350.39800238688,3260.8980206136002,67528.8,2012
Rhode Island,9371.112925944002,18.54700124739,9352.56598815,2208.0430115205004,674.8579924317,2254.9040233797004,276.85100146472996,477.0309984547801,360.06099980466007,3100.8180050232004,48810.3,2012
Vermont,6379.412888711,0.0,6379.412888711,1477.2080055551,728.3710017750001,1497.6029899145,281.84999930602004,657.3609945183,192.17100056044,1544.8490049853,28395.7,2012
Delaware,8822.277943895999,0.7399998803200001,8821.53813764,1839.0969977096001,1138.8619860184,1831.3279832232001,530.1099879648,554.250019384,309.85399811904,2618.036987732,40338.4,2012
District of Columbia,10765.049077024001,0.0,10765.049077024001,2201.1709857621004,170.48300068085004,2864.0030127544005,674.3719874100001,525.6120123606,563.7630217065,3765.6449912092,43426.9,2012
Maryland,51660.749161525,0.0,51660.749161525,11972.443102604402,5978.6928917175,10077.5028437451,2235.3100035339603,2780.23601086599,2123.3839940876,16493.181103047704,315230.9,2012
New Jersey,83443.64056838,18.9999829928,83424.64274869999,23940.137869415998,6023.163838778,14159.16498165,5103.0400389060005,4532.0059939416,3403.0949757976,26264.032886898,491662.0,2012
New York,239081.88680968797,730.32400590448,238351.557943096,55473.119374243994,14111.89670956,50947.1261168168,22267.353714787994,10274.18800567952,9284.056976150321,75993.81884219841,1056671.2,2012
Pennsylvania,106702.631237587,144.93501373253,106557.701335295,24180.9490498632,9217.6610527169,23764.26206777,7975.676769996599,8843.854944017101,3262.9439944103806,29312.3512239376,587521.9,2012
Illinois,104620.438252469,10.42902473018,104610.00910909098,24846.257111710598,8870.7689253619,18795.2610049258,4681.67497188688,7186.732193605399,4584.442015566499,35644.8739538643,593239.1,2012
Indiana,45901.62290415,28.204002870300002,45873.418746990006,9812.662915814999,6020.915879166,8733.505981171498,4375.158050567999,2774.5430738444998,1146.14101073505,13010.4910385265,257149.5,2012
Michigan,73907.637424652,15.656986621000001,73891.981404452,17082.050926043205,10608.3070614684,13152.876158890402,8113.427079614001,3288.06000548284,2340.4190008937603,19306.8409787752,386568.4,2012
Ohio,91545.780708864,13.469005038079999,91532.312923904,22424.5982285952,8788.1937853312,20447.562121766397,7522.356207679999,5312.251870054399,3227.81998572032,23809.5299739392,469260.8,2012
Wisconsin,47084.222248616,0.0,47084.222248616,10131.902923841999,6212.3979513932,9599.042071922799,3399.3159637135996,4039.0060166819994,1783.8000052017599,11918.7581035432,246150.8,2012
Iowa,27452.358562502006,0.0,27452.358562502006,5904.4620651776,3481.8989373560003,4637.7900321318,3643.3830578822003,2372.4280055622003,686.2340036361601,6726.162038406601,131984.2,2012
Kansas,22432.890639899997,0.8919940458000001,22431.99759138,5088.656989962,3082.46697057,3059.982976986,2913.652941342,1774.2529514579999,737.1739957529999,5775.810960581999,130182.0,2012
Minnesota,48110.72207379901,0.0,48110.72207379901,10088.9349592251,4391.3390030521,12701.4689364035,3082.5729255365004,3627.3581003506006,1632.69699604792,12586.3500209766,257319.7,2012
Missouri,43738.573816937,81.24300146388,43657.331879229,9503.475117620801,3900.1630201265007,8498.5480806999,5216.6820447392,2889.3379403764,1624.56299962438,12024.562047458801,241762.7,2012
Nebraska,14792.640367274,43.377003927269996,14749.263113095,3773.0029630033,1901.5459683065,2213.820000776,1359.7990384474,1219.7760331353002,432.38800252034997,3848.9309774655994,86293.7,2012
North Dakota,7099.033003958001,0.0,7099.033003958001,1309.5050014816,936.0130103953999,997.7950017616001,201.82500078188002,1331.3909962808,153.1680001292,2169.3360164434002,38859.8,2012
South Dakota,6181.744942126,0.0,6181.744942126,1257.3569834400002,640.9159890688,972.8550165842001,264.0840004905,944.8729902616,169.37900000482003,1932.2809924036,37659.4,2012
Alabama,37875.933599343,0.0,37875.933599343,7224.9079706538,4600.9539187619,7725.852022597101,5437.1019814524,2266.2910378759,1129.63500364645,9491.191059541101,172804.1,2012
Arkansas,21011.433471714,0.11899908181,21011.314718696998,4985.0460290666,2642.8309548288994,5080.1780011383,1280.6929816835,1462.4169791341,597.51300510581,4962.6370138046,106984.7,2012
Florida,134513.927805136,0.0,134513.927805136,24740.639714726403,9599.798990372801,22905.8990890304,13225.908249841601,7956.615086432002,7318.0120153200005,48767.057039699204,793428.8,2012
Georgia,64613.92422760999,0.0,64613.92422760999,17117.407913558698,6274.213994096999,10114.013983909299,6784.9649955534,3046.6550059069996,2366.07200394401,18910.597842999796,368868.1,2012
Kentucky,33079.313193488,0.0,33079.313193488,6930.7450146676,3750.594000902,7178.9620166364,2652.3690545192,2376.7680716592004,765.30099784672,9424.5740686224,156827.6,2012
Louisiana,41383.651830635994,0.0,41383.651830635994,8277.3489099882,3099.3299808526,6417.814996276599,5034.031061175399,2776.147997172,1481.7399928330601,14297.239060268601,186589.4,2012
Mississippi,24152.105726351998,0.0,24152.105726351998,4352.279038667999,2673.2499676152,5083.024004784,3869.5210301039997,1736.5599819432,661.91500424376,5775.5569872144,99386.4,2012
North Carolina,70742.835513588,0.0,70742.835513588,13230.800931697899,9545.9810521326,13280.990963454398,10454.681825569,3991.062086958,2713.2359980545803,17526.082883676696,379925.3,2012
South Carolina,34348.886559,0.0,34348.886559,7501.7740107375,3491.28808041,5867.961970357499,6336.45108018,1565.81399961675,1061.20899488175,8524.388020102499,167797.5,2012
Tennessee,42808.55727509399,0.0,42808.55727509399,9031.06104576,3798.8470388817,10339.1679964404,4211.1478844565,2396.5550050536904,1628.79599842674,11402.9828893851,253613.1,2012
Virginia,62616.828603004,1.5400099821600002,62615.28632018401,15059.4468861408,7511.048833303601,10080.453860217001,5312.6338507827,4313.137987814501,2083.38101793029,18255.185142173203,405863.9,2012
West Virginia,14567.035737209999,0.0,14567.035737209999,3198.3039898836,1698.540980343,3247.3899783258003,731.7499753704,1294.0009982748,364.3519990749,4032.697978953,65206.2,2012
Arizona,41434.451217711,0.0,41434.451217711,7898.5810625921995,4766.6210798634,8122.6379468844,3685.3430794575,2332.1990094440403,2061.37799956812,12567.6918925473,236846.1,2012
New Mexico,18053.073216776,0.0,18053.073216776,3544.2759633008,2367.4179974328,4026.6770214007997,1674.8949821552,1033.0069715575999,646.1300001582399,4760.670027204001,74578.4,2012
Oklahoma,26730.955426124,56.642002375749996,26674.312236094,5484.3779826442,3402.9779631838996,6088.678951297999,2148.6489619428,2285.6239769655,851.38600619796,6412.6189322649,158353.9,2012
Texas,182829.69620816503,0.0,182829.69620816503,44772.5884579558,23883.0601429591,31043.452354446505,18792.727712455304,11334.165943155002,6530.807998005931,46472.8950710761,1132222.1,2012
Colorado,39770.135398524995,3.2349894863999995,39766.900788465,7989.0550135285,4609.9029407315,5553.861992811,3726.3099174675,2490.1090635799997,1557.46600073995,13840.195930749001,237141.5,2012
Idaho,10534.498734480001,0.0,10534.498734480001,1853.1000197864,1031.7850193698002,2247.2420048618,888.2339788554,873.6580096028001,395.64499909886007,3244.8350229018,56139.8,2012
Montana,7772.9128723,0.0,7772.9128723,1618.002007474,787.995016839,1327.584984915,492.6780084259999,944.4429925900001,289.06799866890003,2313.141980753,40471.0,2012
Utah,21490.057707998,0.0,21490.057707998,4215.055040603,3587.7439695174003,3166.696991205,1550.2430191006,2174.3100192308,670.62400205086,6125.3849859642,103120.6,2012
Wyoming,8098.203998075,15.372999118139997,8082.830918756999,1652.8549855581,715.5099913624999,791.452009949,1348.5799864047,806.7430077949,211.85900085529,2555.8319954401,30846.1,2012
California,351820.50374622503,2760.4990673839998,349059.98689582496,64883.07142485501,35888.160220455,59121.65210048,37707.1941890825,18209.24506992025,14888.7290050965,118361.9409988475,1852397.5,2012
Nevada,18311.034298363,1.7779953663100003,18309.256096229,3877.3479881670005,1193.3789848777,2082.328023213,1375.4569803152,1676.5799497188002,1088.5709457940002,7015.5930064931,108825.1,2012
Oregon,35723.16925299,0.0,35723.16925299,5985.3769861185,3912.691934529,6056.351934003001,4074.9340409595,2021.6459395484999,1141.28200114515,12530.88593802,154408.5,2012
Washington,58233.525483187994,4.0269973073,58229.498650509995,11755.297875503598,5878.452987252999,8411.520065409999,7252.6351561619995,4202.5938820074,1753.04499281098,18975.9531316234,329258.6,2012
Alaska,12606.390022631998,0.0,12606.390022631998,2280.7589835576,894.7170064812,1949.4870021563997,618.0059972352,1273.7980125108002,342.46300178244,5247.160085496001,39169.2,2012
Hawaii,12507.271138076,0.37000124278,12506.900774589,1872.5710309228,1506.7269777586,2084.8119804655003,1069.4769692126001,691.3139894206001,385.69599824105995,4896.303978462,62455.9,2012
Connecticut,33899.939096012,0.0,33899.939096012,8649.7849672088,2609.9640126045997,6217.5709325935995,2067.1249937141197,2157.9509977772,1120.72300543502,11076.8188974766,226175.8,2013
Maine,10962.07496748,0.0,10962.07496748,2237.80801257,791.68200072,3047.0899808699996,492.51099750060007,918.944024076,256.7650021248,3217.274987238,53742.0,2013
Massachusetts,66107.017854682,6.72500226026,66100.291551544,14780.476846493899,4970.8348195903,16825.657907212502,2360.3820153706497,3041.4140097933305,2251.16100902023,21870.363834490898,382611.1,2013
New Hampshire,9652.494843815999,0.0,9652.494843815999,2688.5969994399,846.5349732462,1476.3160093128,155.44099930407,796.4200174691999,365.36999730147,3323.8159966905,67703.7,2013
Rhode Island,9366.840159183,18.20400035862,9348.635896683,2274.2870098639,660.0039837152999,2243.5639915832,276.84600167783,448.27299789805,369.33600009504,3076.3259895212,48544.7,2013
Vermont,6538.945900483,0.0,6538.945900483,1524.8459933314998,757.8500116066999,1635.2300123106002,315.2939868300999,572.7420088081,200.97700113619,1532.0070110063,28964.3,2013
Delaware,9183.869844057,0.95600119806,9182.913851079,1847.4360031359001,1252.2739847193,1928.8300097484,548.2860165585,571.2159972294,327.26799839007003,2707.6040015886,41100.3,2013
